full_name,a,e,i,om,w,q,ad,H,diameter,ma,E_rad,E_deg
(2023 HE4),2.078,0.5151,16.51,211.72,9.25,1.008,3.15,26.95,,177.95999999999998,3.1180920061390824,178.65351208524942
(2023 HF4),2.404,0.5905,1.28,207.94,31.62,0.985,3.82,28.6,,63.93000000000001,1.7012699667197306,97.47558890540256
(2023 HH4),1.402,0.284,25.81,61.78,224.9,1.003,1.8,21.99,,-28.379999999999995,-0.6721662714799347,-38.51229048684496
(2023 HJ4),1.313,0.2945,17.5,212.45,308.37,0.926,1.7,26.96,,106.05000000000001,2.104469744068477,120.57723444810023
(2023 HM4),1.014,0.0489,1.54,67.89,35.44,0.964,1.06,27.69,,116.13999999999999,2.069958800382276,118.5999030278673
(2023 HN4),1.689,0.5949,8.43,76.37,228.04,0.684,2.69,23.6,,153.66000000000003,2.8518431208235864,163.3985746566088
(2023 HO4),1.016,0.1719,7.51,144.03,208.23,0.841,1.19,23.19,,-112.79,-2.115573131257124,-121.21341167230936
(2023 HQ4),1.034,0.1595,10.45,209.87,258.99,0.869,1.2,25.8,,66.77000000000001,1.3198608920849813,75.62245866084123
(2023 HR4),1.26,0.5266,25.48,213.51,249.03,0.597,1.92,23.75,,-133.51,-2.6011382911809626,-149.03424601454017
(2023 HT4),1.935,0.4823,10.26,40.95,193.05,1.002,2.87,23.27,,156.63,2.8652837476456074,164.16866584752097
(2023 HU4),1.795,0.4392,7.7,216.05,11.04,1.006,2.58,26.77,,-159.05,-2.886690692095506,-165.39519341677112
(2023 HV4),2.147,0.9062,4.13,226.92,207.02,0.201,4.09,24.7,,-166.99,-3.0223379549661513,-173.16720908176075
(2023 HX4),2.03,0.5183,22.3,150.57,170.58,0.978,3.08,19.99,,105.26999999999998,2.2428885783970705,128.5080494602492
(2023 HZ4),1.721,0.7116,2.02,254.92,70.78,0.496,2.94,23.97,,154.62,2.8815772221078158,165.10221316780962
(2023 HL5),1.058,0.2408,9.09,208.98,270.27,0.803,1.31,27.52,,19.439999999999998,0.44237546971633934,25.346247374863594
(2023 HO5),1.938,0.4923,8.45,39.67,147.0,0.984,2.89,26.25,,172.17000000000002,3.049974109151784,174.7506440785703
(2023 HQ5),1.194,0.5478,6.48,195.97,263.95,0.54,1.85,24.68,,-132.9,-2.6013161686084,-149.04443764040295
(2023 HR5),2.017,0.5381,11.49,102.63,185.19,0.932,3.1,21.01,,115.69999999999999,2.3876752931757492,136.80371714663193
(2023 HS5),2.683,0.8618,15.97,176.52,163.98,0.371,4.99,20.99,,13.439999999999998,0.9204638039702406,52.738691162051936
(2023 HT5),1.92,0.5651,2.85,114.03,27.18,0.835,3.0,24.57,,-160.01,-2.918002173603822,-167.18920915749956
(2023 HU5),0.9788,0.2252,7.15,207.95,252.74,0.758,1.2,27.58,,145.54000000000002,2.647040551108699,151.66425177851193
(2023 HV5),1.526,0.389,5.45,42.34,221.79,0.933,2.12,27.16,,-70.63,-1.621231406432346,-92.88971720263206
(2023 HX5),2.552,0.6521,23.06,46.45,110.07,0.888,4.22,23.19,,58.41,1.66844059324203,95.59460436107162
(2023 HY5),2.592,0.7013,10.34,145.57,338.87,0.774,4.41,22.22,,-164.83,-2.985706757721403,-171.0683960811254
(2023 HZ5),1.773,0.4382,3.19,209.72,348.94,0.996,2.55,27.89,,-174.1,-3.069974487035913,-175.8965813199977
(2023 HD6),2.007,0.53,3.22,206.11,326.77,0.943,3.07,27.39,,-168.02,-3.0047845385970704,-172.16147240777656
(2023 HE6),1.278,0.2469,14.32,39.58,251.57,0.962,1.59,24.36,,51.94999999999999,1.1299976705817933,64.74409738395104
(2023 HF6),1.107,0.2218,17.95,38.08,267.96,0.861,1.35,25.22,,-171.93,-3.0262671228855185,-173.39233382053868
(2023 HH6),2.223,0.7343,1.89,210.3,274.78,0.591,3.85,26.2,,-165.33,-2.9937318498298717,-171.5281999891444
(2023 HJ6),1.162,0.1723,17.9,199.82,102.75,0.962,1.36,22.91,,119.07999999999998,2.216001687609778,126.96754409390815
(2023 HK6),2.149,0.8154,7.5,126.13,333.17,0.397,3.9,23.01,,-162.6,-2.973956540043449,-170.39515819981864
(2023 HL6),1.376,0.2632,3.07,62.42,127.46,1.014,1.74,26.78,,48.78,1.0839968752983935,62.10844595996696
(2023 HM6),2.003,0.5181,1.96,194.06,342.76,0.965,3.04,24.08,,156.55,2.8708682041650535,164.48863163695955
(2023 HO6),1.751,0.422,8.29,99.26,199.69,1.012,2.49,21.37,,-176.21,-3.095070108010379,-177.33445448609456
(2023 HT6),2.629,0.6229,0.96,71.19,169.88,0.991,4.27,26.17,,175.12,3.089102001052766,176.99250714574066
(2023 HV6),2.004,0.5036,12.44,37.12,159.5,0.995,3.01,24.91,,-174.52,-3.0779682480663784,-176.3545900894795
(2023 HX6),0.952,0.3546,19.89,216.95,241.24,0.614,1.29,26.02,,174.31,3.0682628646607686,175.79851258178178
(2023 HA7),1.135,0.3981,7.51,199.49,126.1,0.683,1.59,25.32,,119.88,2.3699120664148863,135.78595922270063
(2023 HB7),0.9521,0.186,1.54,130.54,302.58,0.775,1.13,25.29,,-136.5,-2.4945070793491384,-142.92472761221117
(2023 HC7),1.374,0.2896,2.16,52.56,117.45,0.976,1.77,25.61,,58.879999999999995,1.3072506663014893,74.89994594474007
(2023 HD7),1.837,0.514,2.15,41.21,226.27,0.893,2.78,28.6,,175.44,3.0890170511886526,176.98763987705678
(2023 HE7),2.603,0.809,25.3,207.45,115.51,0.497,4.71,23.54,,166.64999999999998,3.0126316821313144,172.61108061352206
(2023 HF7),2.401,0.6265,3.61,41.81,226.36,0.897,3.91,26.77,,56.56,1.6130977750355648,92.42369445148142
(2023 HG7),1.069,0.3605,11.69,217.64,256.93,0.684,1.45,27.04,,-3.1100000000000136,-0.08482108952898519,-4.859890443712146
(2023 HH7),1.403,0.6713,21.67,43.6,290.36,0.461,2.34,25.52,,145.47000000000003,2.777795852372256,159.15597868987538
(2023 HJ7),2.03,0.9347,18.23,214.72,152.22,0.133,3.93,23.0,,165.56,3.0111481252882464,172.52607906774654
(2023 HK7),1.156,0.1717,28.0,218.24,298.62,0.958,1.35,24.71,,-132.95,-2.4322495410693037,-139.3576334259025
(2023 HL7),2.147,0.5481,14.88,44.11,236.7,0.97,3.32,22.97,,94.45999999999998,2.1169929341057334,121.29476038327533
(2023 HM7),2.852,0.7287,6.06,213.87,300.3,0.774,4.93,26.59,,-171.7,-3.057752845861524,-175.1963328619819
(2023 HP7),1.258,0.35,2.76,52.68,88.73,0.818,1.7,25.57,,154.98000000000002,2.8166502471144907,161.3821715241407
(2023 HQ7),0.8577,0.2718,12.58,217.4,208.12,0.625,1.09,24.73,,38.16999999999999,0.874770511788648,50.12065836798854
(2023 HS7),2.256,0.7861,31.65,85.73,357.88,0.482,4.03,18.98,,113.07999999999998,2.4655126346600547,141.2634683022012
(2023 HT7),2.485,0.612,11.06,50.36,230.05,0.964,4.01,23.21,,41.30000000000001,1.312522323329099,75.20198964346261
(2023 HV7),3.413,0.801,21.79,14.3,323.91,0.679,6.15,18.62,,-52.83,-1.7147700380578215,-98.24908601620072
(2023 HV8),2.109,0.5401,6.18,15.62,274.76,0.97,3.25,22.75,,97.86000000000001,2.157698869236295,123.6270386673898
(2023 HY8),1.733,0.493,27.52,217.47,76.0,0.879,2.59,23.38,,-164.24,-2.9570114520359656,-169.42427617351208
(2023 HL12),1.759,0.443,8.68,203.27,74.9,0.98,2.54,24.58,,-168.37,-3.0007834228490324,-171.93222536207065
(2023 HO18),1.146,0.1181,7.32,72.86,200.94,1.011,1.28,25.47,,167.24,2.942272763655529,168.57981153375454
(2023 HO36),1.079,0.264,2.65,29.62,268.2,0.794,1.36,30.56,,-127.22999999999999,-2.399083105606705,-137.45733665240255
(2023 HW39),2.233,0.5497,0.65,26.4,182.0,1.005,3.46,31.99,,179.48000000000002,3.1357362100763266,179.66445050372158
(2023 JB),1.733,0.517,20.43,113.08,29.29,0.837,2.63,21.51,,-104.96,-2.2380223942825546,-128.22923764815383
(2023 JD),0.9364,0.1673,16.83,49.2,304.0,0.78,1.09,26.72,,-0.8799999999999955,-0.018444484758386833,-1.056791131948927
(2023 JE),1.183,0.2727,9.07,60.95,88.99,0.861,1.51,24.19,,-141.63,-2.6101160400238146,-149.54863313276402
(2023 JF),1.625,0.3916,3.44,49.9,201.42,0.989,2.26,27.65,,-108.61,-2.209909962627921,-126.61851396249337
(2023 JG),2.058,0.6127,9.2,62.76,228.57,0.797,3.32,24.24,,164.38,2.9722395737767053,170.29678327916793
(2023 JH),1.652,0.3893,5.24,50.28,163.88,1.009,2.29,28.23,,-104.18,-2.1451238727203132,-122.90654443963234
(2023 JJ),0.882,0.1715,6.58,228.25,198.57,0.731,1.03,26.84,,-3.819999999999993,-0.08045467306101964,-4.609713208501319
(2023 JK),2.043,0.5201,5.43,236.71,29.96,0.98,3.11,24.8,,120.64999999999998,2.4410236527655793,139.86035299507546
(2023 JL),1.943,0.5414,6.12,228.36,49.87,0.891,2.99,27.78,,142.92000000000002,2.717304080230439,155.6900554508822
(2023 JM),1.274,0.437,5.08,226.64,89.95,0.717,1.83,27.42,,54.84,1.3867588787040115,79.4554309520343
(2023 JN),2.045,0.5141,12.71,227.16,334.63,0.993,3.1,26.17,,139.88,2.6733771112093305,153.17322551917073
(2023 JO),2.161,0.686,4.88,227.77,281.25,0.679,3.64,29.21,,121.76999999999998,2.52305863475515,144.56061123550955
(2023 JP),1.777,0.4289,8.28,52.68,162.61,1.015,2.54,25.67,,-175.62,-3.0880855010035977,-176.9342659830485
(2023 JQ),2.015,0.4981,8.56,228.54,11.02,1.011,3.02,28.09,,135.64,2.6168904349031177,149.93677736810315
(2023 JS),1.572,0.3714,24.99,50.97,213.32,0.988,2.16,24.3,,162.51,2.9185041015483293,167.21796751033946
(2023 JT),0.9265,0.1701,14.84,228.51,221.04,0.769,1.08,25.71,,-111.98,-2.1011525386728396,-120.38717257915219
(2023 JV),1.041,0.1402,26.62,217.03,258.13,0.895,1.19,24.66,,54.31,1.0709346909690551,61.360037926673954
(2023 JW),2.274,0.5697,5.73,218.31,60.2,0.978,3.57,24.66,,168.3,3.011368386925168,172.53869912993082
(2023 JY),2.128,0.6082,13.19,227.39,303.38,0.834,3.42,28.37,,126.89999999999998,2.5526613207799467,146.2567202069813
(2023 JA1),0.8987,0.233,1.45,210.61,236.92,0.689,1.11,26.56,,-66.22,-1.384735585336792,-79.33950478137582
(2023 JC1),2.087,0.6382,3.42,54.65,102.53,0.755,3.42,27.44,,-164.56,-2.9768055973755883,-170.558397160541
(2023 JE1),1.155,0.1259,17.35,48.49,98.21,1.009,1.3,24.61,,-113.09,-2.0835045314872853,-119.37601625060339
(2023 JJ1),2.687,0.6434,9.74,222.21,333.79,0.958,4.42,26.03,,32.889999999999986,1.1652509178322856,66.76395966553542
(2023 JL1),1.015,0.1714,10.18,50.56,283.85,0.841,1.19,27.29,,-94.34,-1.8129430974264777,-103.87398797991199
(2023 JM1),1.256,0.2287,3.77,230.07,60.28,0.968,1.54,26.01,,67.19999999999999,1.3981617753306996,80.10876880296752
(2023 JO1),1.504,0.3662,3.4,227.43,49.43,0.953,2.06,26.99,,-67.37,-1.5418751768770258,-88.34294017104088
(2023 JP1),1.333,0.4012,4.03,141.32,173.04,0.798,1.87,24.51,,140.32,2.6414439032787635,151.34358747843555
(2023 JR1),2.357,0.7193,1.08,60.48,251.69,0.662,4.05,27.39,,58.639999999999986,1.7332861319025734,99.30998004657317
(2023 JW1),2.026,0.5745,33.08,229.21,58.33,0.862,3.19,25.41,,165.82999999999998,2.9842821172888674,170.98677019701745
(2023 JX1),0.9529,0.3806,10.04,70.68,32.28,0.59,1.32,24.71,,165.54000000000002,2.958510492095769,169.51016484225988
(2023 JY1),1.966,0.4851,10.19,66.31,140.72,1.012,2.92,24.92,,-172.75,-3.0563550115421108,-175.11624285502094
(2023 JZ1),1.624,0.5142,1.84,247.97,60.08,0.789,2.46,24.84,,153.45999999999998,2.834043027727801,162.3787044472803
(2023 JD2),1.614,0.398,19.55,57.68,136.21,0.972,2.26,23.72,,-81.36,-1.80695312599136,-103.53078789727583
(2023 JE2),1.624,0.4071,13.77,58.43,232.16,0.963,2.29,25.02,,155.07,2.8309287908437275,162.20027181741898
(2023 JG2),1.852,0.5336,3.54,52.03,233.05,0.864,2.84,27.65,,165.32,2.974254051999419,170.4122043792504
(2023 JL2),2.036,0.5165,3.22,90.31,177.93,0.985,3.09,24.7,,169.94,3.025724574384054,173.3612480812236
(2023 JN2),1.363,0.3911,33.6,232.78,290.82,0.83,1.9,27.08,,-147.89,-2.735618327084109,-156.73938450055823
(2023 JP2),2.044,0.6852,3.53,222.92,105.77,0.643,3.45,23.08,,160.18,2.9357307632770695,168.2049825224958
(2023 JV2),1.488,0.4928,12.5,209.8,118.11,0.755,2.22,23.25,,140.88,2.6788206720571797,153.48511858127517
(2023 JA3),1.059,0.2281,8.06,230.48,268.9,0.818,1.3,29.73,,0.6100000000000136,0.013792471422472235,0.7902504015624459
(2023 JB3),0.9405,0.2517,5.47,88.75,289.62,0.704,1.18,24.2,,-27.47999999999999,-0.6273685067326382,-35.94556763520495
(2023 JD3),1.064,0.2359,20.13,74.16,297.22,0.813,1.31,22.44,,165.88,2.9419383348336976,168.5606501737161
(2023 JG3),2.097,0.5823,9.19,65.56,102.23,0.876,3.32,24.18,,-162.35,-2.946452409321414,-168.8192875902699
(2023 JK3),0.8055,0.2711,1.67,55.16,353.04,0.587,1.02,25.35,,-173.49,-3.052179373718446,-174.8769964309498
(2023 JU3),1.471,0.5204,7.19,140.75,191.51,0.705,2.24,22.24,,-75.59,-1.8232048488017858,-104.46194302412971
(2023 JV3),1.395,0.4355,23.31,229.77,128.86,0.788,2.0,20.57,,-80.66,-1.828861268437712,-104.7860319964232
(2023 JW3),2.284,0.5632,1.92,201.51,45.31,0.997,3.57,25.71,,175.81,3.094804712950691,177.3192484692708
(2023 JX3),2.326,0.7796,8.72,172.17,297.75,0.513,4.14,21.41,,103.02999999999997,2.351858335543679,134.75155663931542
(2023 JY3),2.332,0.5869,7.79,70.09,194.98,0.963,3.7,23.43,,171.29000000000002,3.045742710284399,174.5082027820327
(2023 JA4),0.9289,0.3333,29.66,227.44,202.08,0.619,1.24,23.2,,-98.26,-2.015800114373933,-115.496838895615
(2023 JC4),0.871,0.2142,2.38,190.27,211.15,0.684,1.06,25.42,,55.870000000000005,1.1725529385114861,67.1823346323709
(2023 JD4),2.192,0.5671,5.64,61.38,207.47,0.949,3.43,24.92,,166.18,2.987454294356984,171.16852255488868
(2023 JE4),1.702,0.7449,10.75,213.08,135.22,0.434,2.97,22.51,,154.33999999999997,2.8837133955624386,165.22460689106742
(2023 JJ4),1.915,0.6482,4.07,61.11,85.34,0.674,3.16,25.99,,-160.41,-2.933559315451468,-168.08056772665603
(2023 JK4),1.569,0.5588,5.78,60.44,79.54,0.692,2.45,25.02,,-149.3,-2.7953920861049797,-160.16416861808617
(2023 JP4),1.114,0.1543,15.21,218.17,279.99,0.942,1.29,24.46,,-106.44,-1.9981515036518889,-114.48564798697254
(2023 JQ4),1.146,0.1255,16.37,223.97,286.36,1.002,1.29,25.32,,-110.72,-2.044130255231634,-117.1200363997724
(2023 JR4),1.1,0.288,5.61,69.52,264.61,0.783,1.42,26.84,,-179.19,-3.130616543020363,-179.37111518890273
(2023 JS4),2.533,0.6387,6.04,72.22,209.32,0.915,4.15,24.92,,171.31,3.048986553519635,174.6940613088138
(2023 JT4),1.226,0.1722,2.0,221.56,31.34,1.015,1.44,28.5,,115.44,2.1581491824504098,123.65283971401755
(2023 JU4),2.042,0.5824,4.73,215.51,307.84,0.853,3.23,26.08,,-161.92000000000002,-2.941687821560582,-168.5462968204546
(2023 JW4),2.668,0.6672,1.58,249.9,286.21,0.888,4.45,26.35,,-170.23,-3.039242707227914,-174.13578004007397
(2023 JZ4),2.636,0.6892,3.21,79.43,225.61,0.819,4.45,25.12,,19.560000000000002,0.8666864073305603,49.65747330139723
(2023 JE5),1.337,0.3494,0.86,10.24,300.17,0.87,1.8,25.07,,4.810000000000002,0.12884396646111806,7.3822154939472
(2023 JG5),2.122,0.6267,7.85,71.16,67.45,0.792,3.45,21.77,,134.56,2.646350764658935,151.62472992617518
(2023 JH5),1.907,0.5068,38.62,237.81,119.34,0.941,2.87,19.61,,105.94,2.2449363112201355,128.62537590858125
(2023 JN5),1.133,0.4414,5.94,85.72,36.13,0.633,1.63,24.72,,-116.86,-2.3527743524507705,-134.8040405420544
(2023 JP5),1.376,0.3035,17.82,58.39,254.96,0.959,1.79,23.31,,-22.840000000000003,-0.5597956660282538,-32.073929053133895
(2023 JQ5),1.292,0.2722,9.82,65.63,249.34,0.94,1.64,24.34,,24.810000000000002,0.5828326577306737,33.393851450360444
(2023 JT5),2.717,0.632,13.74,228.31,285.35,1.0,4.43,22.52,,-164.81,-2.9788666805271564,-170.6764885263514
(2023 JB6),1.096,0.2417,9.2,238.0,252.44,0.831,1.36,24.98,,-35.41,-0.7896547260380042,-45.24388307453691
(2023 JC6),2.3,0.785,6.99,249.77,220.01,0.495,4.11,21.82,,-155.26,-2.898643031312346,-166.08001200920475
(2023 JD6),1.163,0.4324,11.68,123.7,263.08,0.66,1.67,21.34,,60.19,1.4811784580384633,84.86527435129904
(2023 JH6),1.105,0.262,20.57,181.84,259.66,0.816,1.39,21.85,,30.539999999999992,0.7022612931890974,40.236608215134595
(2023 JJ6),2.431,0.5913,10.8,73.43,237.39,0.993,3.87,22.38,,38.27000000000001,1.2240441788767211,70.13256538719253
(2023 KE),1.812,0.488,2.69,53.2,133.9,0.928,2.7,27.11,,-152.99,-2.823024347840069,-161.74738059390762
(2023 KN),1.519,0.6026,24.16,60.74,274.02,0.604,2.43,27.06,,-86.61,-2.047145225807131,-117.29278148910451
(2023 KO),0.7393,0.4144,14.13,236.1,194.87,0.433,1.05,27.04,,-47.370000000000005,-1.2152434793084887,-69.6283224451702
(2023 KP),1.664,0.4004,3.37,85.34,114.75,0.998,2.33,25.53,,-104.14,-2.152197698089558,-123.31184477830263
(2023 KQ),0.8574,0.2255,10.42,240.25,166.63,0.664,1.05,24.91,,74.19999999999999,1.520246255152141,87.10369424078613
(2023 KR),2.923,0.7697,14.9,55.69,271.67,0.673,5.17,23.45,,169.14,3.034398963368148,173.85825395986694
(2023 KS),2.21,0.6361,17.36,60.96,240.96,0.804,3.62,27.65,,81.48000000000002,2.000394021109203,114.61413477276102
(2023 KT),1.079,0.2372,10.17,236.27,271.66,0.823,1.34,28.35,,-31.30000000000001,-0.6988961342837199,-40.04379881246558
(2023 KU),1.022,0.5864,3.83,27.61,49.68,0.423,1.62,22.28,,87.57,2.049003332467021,117.39924315860134
(2023 KV),2.087,0.589,1.77,67.45,114.77,0.858,3.32,26.17,,132.79000000000002,2.614104440369191,149.7771516395626
(2023 KW),1.077,0.3552,2.94,19.09,343.82,0.694,1.46,22.92,,176.58999999999997,3.097672389026619,177.48355420543214
(2023 KB1),2.362,0.726,3.24,33.02,301.05,0.647,4.08,23.89,,162.82,2.9674993421052624,170.02518801047995
(2023 KC1),0.9336,0.2856,19.8,59.99,303.84,0.667,1.2,26.62,,5.849999999999994,0.1427260753641501,8.177601744831918
(2023 KD1),1.192,0.1503,15.3,232.82,53.03,1.013,1.37,24.52,,118.73000000000002,2.194252772820202,125.72142306747583
(2023 KF1),1.856,0.5251,5.39,68.49,224.01,0.881,2.83,25.95,,160.82,2.921485690201357,167.38879995640207
(2023 KG1),1.049,0.2956,14.89,239.06,248.34,0.739,1.36,24.95,,17.360000000000014,0.4248237016533318,24.34060514186075
(2023 KH1),1.205,0.213,8.35,236.04,310.59,0.949,1.46,27.83,,176.55,3.091948628813715,177.1556069022878
(2023 KJ1),2.383,0.6157,0.77,224.72,54.99,0.916,3.85,27.55,,55.34,1.5815297421637975,90.61497940039885
(2023 KK1),2.441,0.6746,2.48,358.11,341.44,0.794,4.09,20.3,,27.939999999999998,1.0838258241421483,62.098645450633285
(2023 KQ1),1.16,0.1796,33.96,62.94,247.47,0.952,1.37,25.21,,128.41000000000003,2.366817452491977,135.60865090569553
(2023 KS1),2.284,0.5865,3.8,76.08,126.51,0.944,3.62,25.1,,89.70999999999998,2.0783098582687773,119.07838339923325
(2023 KT1),2.022,0.501,1.02,161.01,107.53,1.009,3.03,26.03,,171.76,3.0457307924436616,174.50751994005753
(2023 KW1),2.038,0.575,1.59,179.52,359.3,0.866,3.21,25.61,,-164.31,-2.9674035156866965,-170.01969756113027
(2023 KX1),1.045,0.0411,9.12,61.4,229.25,1.002,1.09,28.85,,-103.55,-1.8468325301988469,-105.81570944786108
(2023 KZ1),1.311,0.2526,23.51,61.85,213.96,0.98,1.64,26.27,,38.72999999999999,0.8688476884790507,49.78130558954692
(2023 KA2),2.069,0.6254,1.06,71.93,238.45,0.775,3.36,27.55,,106.91000000000003,2.3227121662316605,133.08160414876306
(2023 KD2),1.045,0.24,13.44,64.88,71.31,0.794,1.3,24.9,,19.27000000000001,0.4381481269678853,25.104038476821955
(2023 KJ2),1.013,0.3579,11.82,59.35,65.56,0.65,1.38,25.66,,58.19,1.3660300357881712,78.267755738767
(2023 KK2),1.506,0.4636,27.25,229.18,111.24,0.808,2.2,22.96,,-99.73,-2.1328883067315068,-122.20549814851991
(2023 KL2),0.9223,0.2465,12.05,232.35,221.86,0.695,1.15,25.76,,-117.67,-2.2461228823206802,-128.69336142473466
(2023 KM2),1.562,0.5873,9.93,230.11,110.02,0.645,2.48,24.85,,149.89999999999998,2.8083562177515526,160.90695864648677
(2023 KN2),2.108,0.6321,0.46,23.85,147.56,0.776,3.44,26.66,,-164.68,-2.9774792584206975,-170.59699509524813
(2023 KP2),2.778,0.7681,15.31,91.19,267.65,0.644,4.91,20.79,,-7.1699999999999875,-0.4794748754111869,-27.47188674362198
(2023 KQ2),1.279,0.3151,21.75,241.2,295.04,0.876,1.68,27.96,,117.80000000000001,2.2925310588921186,131.35235407717596
(2023 KS2),2.472,0.604,4.62,70.82,207.92,0.979,3.96,26.08,,41.66,1.3108050709084593,75.10359832740133
(2023 KT2),0.9104,0.1452,3.51,236.3,214.99,0.778,1.04,28.14,,-83.36,-1.600044363390677,-91.67578905598239
(2023 KU2),2.418,0.6495,3.13,69.83,230.45,0.847,3.99,27.29,,47.72,1.4796766513697124,84.77922716753505
(2023 KV2),1.299,0.2383,14.65,65.48,217.97,0.99,1.61,25.93,,41.379999999999995,0.9104169506621539,52.16304887011151
(2023 KW2),2.115,0.5477,6.46,240.89,46.34,0.956,3.27,23.73,,99.13999999999999,2.1796119380697583,124.88256502772691
(2023 KY2),1.442,0.3465,18.52,62.81,120.93,0.943,1.94,24.65,,7.1299999999999955,0.18982050644319687,10.87591388423104
(2023 KA3),1.118,0.28,20.85,238.67,116.79,0.805,1.43,24.17,,101.00999999999999,2.015699707875758,115.49108602703387
(2023 KD3),1.105,0.2295,4.08,240.09,275.18,0.851,1.36,28.63,,-65.06,-1.3599276633957262,-77.91811555566277
(2023 KG3),1.067,0.0904,5.98,63.28,112.84,0.97,1.16,27.71,,-27.340000000000003,-0.522268860211829,-29.923801461245773
(2023 KN3),1.197,0.5218,44.12,74.31,12.65,0.573,1.82,20.99,,-89.44,-2.0289984112302335,-116.2530456022418
(2023 KO3),1.32,0.2489,22.45,241.55,285.2,0.991,1.65,24.23,,-127.77000000000001,-2.398419788609985,-137.41933138801122
(2023 KT3),2.121,0.5864,4.22,238.52,315.19,0.877,3.36,23.65,,122.38,2.4910626262794864,142.72737498858925
(2023 KU3),1.271,0.2344,33.04,241.12,57.24,0.973,1.57,24.87,,144.76999999999998,2.639517194967749,151.23319522386169
(2023 KV3),2.184,0.5516,11.63,66.71,204.69,0.979,3.39,28.23,,89.95999999999998,2.0576161122688936,117.89271909112415
(2023 KX3),0.9763,0.1091,3.14,67.17,60.53,0.87,1.08,25.77,,134.87,2.4255400933118167,138.97321038653502
(2023 KY3),1.285,0.2922,7.85,70.21,114.56,0.91,1.66,26.14,,109.48000000000002,2.154591380907549,123.44899270126649
